Date,Open,High,Low,Close,Volume
2018-10-23,246.190002,254.910004,242.559998,251.759995,5006300,ADBE
2018-10-24,250.610001,254.600006,238.229996,238.440002,4859500,ADBE
2018-10-25,242.169998,253.589996,241.660004,252.919998,5283600,ADBE
2018-10-26,243.850006,252.179993,241.410004,245.800003,4505800,ADBE
2018-10-29,250.669998,254.529999,233.399994,239.750000,4725000,ADBE
2018-10-30,238.990005,242.500000,231.699997,238.410004,5626800,ADBE
2018-10-31,245.410004,249.600006,243.669998,245.759995,4423000,ADBE
2018-11-01,245.690002,247.550003,241.490005,245.279999,3192200,ADBE
2018-11-02,246.570007,247.470001,237.800003,239.639999,4335300,ADBE
2018-11-05,240.000000,241.000000,233.619995,239.889999,3224100,ADBE
2018-11-06,240.479996,244.639999,237.759995,240.559998,2446700,ADBE
2018-11-07,244.800003,253.960007,243.809998,253.429993,3790600,ADBE
2018-11-08,253.309998,254.130005,247.740005,249.960007,2389300,ADBE
2018-11-09,247.559998,248.289993,241.160004,244.839996,2765900,ADBE
2018-11-12,244.139999,244.800003,235.360001,236.669998,3498300,ADBE
2018-11-13,238.380005,243.000000,235.850006,238.740005,4017100,ADBE
2018-11-14,242.160004,242.910004,231.910004,235.220001,3261300,ADBE
2018-11-15,233.979996,241.429993,231.330002,239.949997,3383500,ADBE
2018-11-16,239.520004,240.139999,235.369995,238.889999,2897400,ADBE
2018-11-19,237.500000,238.649994,218.720001,219.690002,7642200,ADBE
2018-11-20,209.410004,222.839996,207.020004,219.729996,6180500,ADBE
2018-11-21,225.330002,228.990005,222.240005,225.979996,4846400,ADBE
2018-11-23,222.710007,227.740005,222.509995,225.559998,1691000,ADBE
2018-11-26,229.190002,233.300003,227.910004,231.960007,3603700,ADBE
2018-11-27,230.770004,232.779999,228.679993,232.250000,2882400,ADBE
2018-11-28,237.899994,250.410004,237.740005,249.210007,6447100,ADBE
2018-11-29,246.360001,252.250000,244.309998,249.089996,3723500,ADBE
2018-11-30,250.229996,251.570007,247.089996,250.889999,5156700,ADBE
2018-12-03,260.709991,260.720001,251.820007,255.259995,4286200,ADBE
2018-12-04,253.220001,254.710007,244.979996,245.820007,4041700,ADBE
2018-12-06,240.000000,250.679993,237.960007,250.630005,3950600,ADBE
2018-12-07,248.389999,249.259995,237.649994,238.000000,3971100,ADBE
2018-12-10,237.460007,245.399994,237.009995,244.089996,3194300,ADBE
2018-12-11,251.429993,251.750000,242.779999,245.339996,3179400,ADBE
2018-12-12,249.990005,251.559998,245.039993,245.550003,4067900,ADBE
2018-12-13,248.149994,251.600006,245.199997,248.080002,5395200,ADBE
2018-12-14,240.759995,240.919998,229.910004,230.000000,12189400,ADBE
2018-12-17,226.929993,230.630005,220.479996,221.380005,7059500,ADBE
2018-12-18,222.529999,228.130005,221.550003,226.179993,5265000,ADBE
2018-12-19,225.919998,231.020004,221.110001,224.649994,6110800,ADBE
2018-12-20,223.000000,224.850006,212.830002,218.649994,6099400,ADBE
2018-12-21,219.550003,222.259995,207.369995,208.800003,8828100,ADBE
2018-12-24,206.899994,212.580002,204.949997,205.160004,2940500,ADBE
2018-12-26,206.529999,222.960007,206.250000,222.949997,5897900,ADBE
2018-12-27,219.990005,225.169998,214.160004,225.139999,3931100,ADBE
2018-12-28,227.580002,228.110001,220.869995,223.130005,3160200,ADBE
2018-12-31,225.559998,227.330002,223.240005,226.240005,2866400,ADBE
2019-01-02,219.910004,226.169998,219.000000,224.570007,2784100,ADBE
2019-01-03,220.880005,223.630005,215.149994,215.699997,3663500,ADBE
2019-01-04,219.839996,227.649994,217.479996,226.190002,4043400,ADBE
2019-01-07,229.949997,232.600006,227.289993,229.259995,3638500,ADBE
2019-01-08,232.649994,233.770004,228.330002,232.679993,3685900,ADBE
2019-01-09,234.009995,238.589996,232.000000,235.429993,3594200,ADBE
2019-01-10,233.770004,238.039993,231.710007,237.770004,2704600,ADBE
2019-01-11,235.710007,239.320007,235.229996,237.550003,3179500,ADBE
2019-01-14,235.330002,236.259995,231.960007,234.559998,2606800,ADBE
2019-01-15,237.899994,243.929993,237.259995,242.360001,3656500,ADBE
2019-01-16,243.600006,244.000000,239.679993,241.949997,2885200,ADBE
2019-01-17,240.130005,245.039993,238.779999,244.399994,2836200,ADBE
2019-01-18,247.449997,250.679993,244.449997,247.509995,3711300,ADBE
2019-01-22,245.130005,245.610001,241.190002,243.850006,4155500,ADBE
2019-01-23,244.910004,248.160004,240.600006,245.139999,2031400,ADBE
2019-01-24,245.619995,245.979996,241.179993,242.559998,3643000,ADBE
2019-01-25,244.990005,247.100006,243.429993,244.949997,3822300,ADBE
2019-01-28,241.000000,243.220001,239.350006,241.850006,2110400,ADBE
2019-01-29,241.809998,242.869995,237.270004,238.270004,1937100,ADBE
2019-01-30,240.160004,243.000000,238.869995,242.669998,2482900,ADBE
2019-01-31,243.000000,249.000000,243.000000,247.820007,5007200,ADBE
2019-02-01,247.820007,251.039993,246.100006,247.380005,3033300,ADBE
2019-02-04,248.559998,256.989990,248.059998,254.740005,3705100,ADBE
2019-02-05,256.739990,258.559998,254.009995,254.820007,3042000,ADBE
2019-02-06,255.059998,255.929993,250.710007,254.350006,2539100,ADBE
2019-02-07,251.330002,254.309998,250.279999,253.740005,2099300,ADBE
2019-02-08,251.389999,257.049988,250.639999,257.000000,2756800,ADBE
2019-02-11,258.890015,259.899994,256.190002,258.390015,3538100,ADBE
2019-02-12,260.149994,262.250000,258.670013,261.369995,2518400,ADBE
2019-02-13,263.130005,263.359985,259.369995,260.230011,1899700,ADBE
2019-02-14,259.399994,261.709991,258.010010,260.140015,1885000,ADBE
2019-02-15,260.339996,260.970001,258.070007,259.450012,2999200,ADBE
2019-02-19,258.980011,260.059998,256.450012,257.809998,3475600,ADBE
2019-02-20,258.130005,260.989990,255.919998,258.100006,2484800,ADBE
2019-02-21,257.299988,259.350006,255.119995,257.760010,2607400,ADBE
2019-02-22,257.609985,260.239990,257.609985,258.899994,2006000,ADBE
2019-02-25,261.500000,262.980011,258.179993,258.619995,1815800,ADBE
2019-02-26,258.000000,262.579987,256.369995,261.220001,2538900,ADBE
2019-02-27,259.769989,263.079987,256.519989,262.899994,2266800,ADBE
2019-02-28,262.399994,266.239990,261.760010,262.500000,3810300,ADBE
2019-03-01,265.750000,266.239990,261.500000,264.010010,2594000,ADBE
2019-03-04,266.700012,267.000000,254.080002,258.160004,2994900,ADBE
2019-03-05,259.000000,259.869995,256.369995,257.380005,2101800,ADBE
2019-03-06,257.399994,259.489990,253.839996,256.399994,1950500,ADBE
2019-03-07,255.770004,257.489990,253.289993,255.460007,3185200,ADBE
2019-03-08,251.490005,255.020004,249.100006,254.740005,2195400,ADBE
2019-03-11,255.979996,261.459991,255.770004,260.959991,2711700,ADBE
2019-03-12,261.859985,264.750000,259.010010,263.510010,2583500,ADBE
2019-03-13,265.500000,269.799988,264.130005,264.380005,3992500,ADBE
2019-03-14,265.260010,268.000000,263.519989,267.690002,5113400,ADBE
2019-03-15,258.029999,260.000000,252.029999,257.089996,12110500,ADBE
2019-03-18,257.109985,259.959991,253.889999,257.760010,4013400,ADBE
2019-03-19,259.429993,260.640015,256.339996,260.420013,4257300,ADBE
2019-03-20,260.540009,262.299988,256.170013,259.739990,3732600,ADBE
2019-03-21,259.000000,264.339996,258.399994,264.179993,2359900,ADBE
2019-03-22,263.470001,264.640015,259.519989,259.690002,3454000,ADBE
2019-03-25,259.209991,263.119995,257.100006,262.269989,2639300,ADBE
2019-03-26,265.049988,267.739990,263.839996,265.589996,3150100,ADBE
2019-03-27,265.529999,265.970001,259.040009,262.339996,2521900,ADBE
2019-03-28,263.500000,265.170013,260.880005,263.529999,2018000,ADBE
2019-03-29,265.470001,266.750000,264.200012,266.489990,2097400,ADBE
2019-04-01,269.850006,272.390015,268.190002,272.170013,2970100,ADBE
2019-04-02,272.890015,273.000000,267.630005,271.350006,1877800,ADBE
2019-04-03,273.709991,274.179993,270.980011,271.500000,2432800,ADBE
2019-04-04,270.980011,271.470001,263.720001,267.890015,2947400,ADBE
2019-04-05,269.440002,269.940002,266.589996,267.450012,1970500,ADBE
2019-04-08,266.959991,269.089996,264.700012,268.809998,1796800,ADBE
2019-04-09,267.119995,269.989990,266.799988,268.989990,1605900,ADBE
2019-04-10,269.470001,272.160004,269.010010,271.579987,1469700,ADBE
2019-04-11,271.950012,272.920013,270.769989,271.899994,2085600,ADBE
2019-04-12,273.010010,273.510010,270.820007,271.859985,1681100,ADBE
2019-04-15,271.859985,273.709991,270.619995,272.220001,1462300,ADBE
2019-04-16,273.070007,273.390015,269.640015,271.429993,1638400,ADBE
2019-04-17,272.170013,272.670013,268.440002,269.450012,2391500,ADBE
2019-04-18,270.089996,270.820007,266.640015,270.570007,2028900,ADBE
2019-04-22,269.820007,272.320007,269.200012,272.209991,1364700,ADBE
2019-04-23,272.540009,278.890015,271.589996,278.489990,2693600,ADBE
2019-04-24,279.220001,280.170013,275.250000,275.450012,1867600,ADBE
2019-04-25,278.399994,279.519989,274.380005,277.660004,1747200,ADBE
2019-04-26,278.179993,282.000000,275.790009,281.959991,2114000,ADBE
2019-04-29,286.459991,291.709991,285.380005,286.140015,5592400,ADBE
2019-04-30,286.100006,289.769989,285.250000,289.250000,3068000,ADBE
2019-05-01,291.000000,291.000000,283.190002,283.350006,2056200,ADBE
2019-05-02,283.140015,284.589996,278.149994,279.640015,2482300,ADBE
2019-05-03,282.559998,286.350006,282.390015,285.579987,1979500,ADBE
2019-05-06,277.600006,284.220001,275.809998,283.660004,1994500,ADBE
2019-05-07,278.820007,280.649994,273.670013,277.070007,2568000,ADBE
2019-05-08,275.829987,278.369995,274.160004,276.769989,2610800,ADBE
2019-05-09,274.160004,277.119995,270.799988,275.790009,1866800,ADBE
2019-05-10,273.579987,279.500000,270.320007,278.480011,2097500,ADBE
2019-05-13,270.570007,274.190002,267.220001,267.700012,2698300,ADBE
2019-05-14,269.429993,274.230011,269.290009,271.859985,2046600,ADBE
2019-05-15,269.820007,276.950012,269.500000,276.820007,2708600,ADBE
2019-05-16,278.630005,285.869995,278.399994,283.549988,3413100,ADBE
2019-05-17,281.679993,284.410004,279.070007,279.850006,2223500,ADBE
2019-05-20,276.100006,277.890015,273.399994,275.450012,2392000,ADBE
2019-05-21,278.209991,280.000000,277.049988,278.070007,1793500,ADBE
2019-05-22,277.420013,282.739990,277.260010,281.820007,1570500,ADBE
2019-05-23,278.290009,278.429993,271.690002,274.250000,2706400,ADBE
2019-05-24,273.540009,277.480011,273.540009,274.769989,1878300,ADBE
2019-05-28,276.489990,281.450012,275.369995,278.250000,2475800,ADBE
2019-05-29,275.290009,276.799988,272.279999,273.380005,1806000,ADBE
2019-05-30,274.429993,275.089996,272.429993,274.510010,1601100,ADBE
2019-05-31,271.279999,272.910004,268.750000,270.899994,2526600,ADBE
2019-06-03,270.510010,272.809998,257.529999,259.029999,3903400,ADBE
2019-06-04,263.269989,268.929993,257.459991,268.709991,3750800,ADBE
2019-06-05,272.779999,273.209991,268.390015,272.859985,2650400,ADBE
2019-06-06,273.720001,275.760010,271.049988,274.799988,2211800,ADBE
2019-06-07,275.869995,282.369995,275.510010,278.160004,2758900,ADBE
2019-06-10,280.980011,284.980011,280.200012,280.339996,2487700,ADBE
2019-06-11,283.910004,284.890015,272.029999,275.989990,2969300,ADBE
2019-06-12,276.130005,277.559998,274.579987,276.839996,1313700,ADBE
2019-06-13,278.589996,278.959991,275.920013,276.299988,1696400,ADBE
2019-06-14,275.910004,277.100006,274.000000,274.279999,2262800,ADBE
2019-06-17,274.630005,277.470001,274.630005,275.600006,2254200,ADBE
2019-06-18,280.369995,280.489990,276.619995,276.779999,4529300,ADBE
2019-06-19,287.000000,292.000000,284.339996,291.209991,9738600,ADBE
2019-06-20,293.250000,302.660004,293.250000,302.109985,5632500,ADBE
2019-06-21,301.459991,304.000000,299.089996,299.329987,4015500,ADBE
2019-06-24,300.000000,302.579987,298.690002,299.869995,2868900,ADBE
2019-06-25,299.209991,300.649994,287.000000,287.970001,4638500,ADBE
2019-06-26,291.260010,292.760010,288.700012,288.720001,2896800,ADBE
2019-06-27,290.040009,294.670013,290.040009,293.230011,2596800,ADBE
2019-06-28,294.500000,295.100006,291.950012,294.649994,2648300,ADBE
2019-07-01,299.549988,301.899994,297.660004,300.970001,2619500,ADBE
2019-07-02,301.190002,301.579987,299.359985,301.390015,1816600,ADBE
2019-07-03,302.000000,305.859985,301.290009,305.700012,1585300,ADBE
2019-07-05,304.010010,305.239990,298.929993,303.980011,2872700,ADBE
2019-07-08,302.760010,303.109985,300.130005,302.920013,1909200,ADBE
2019-07-09,300.559998,305.130005,300.220001,304.200012,1644300,ADBE
2019-07-10,305.100006,309.320007,305.100006,306.980011,1954100,ADBE
2019-07-11,307.390015,310.170013,305.899994,307.600006,1951500,ADBE
2019-07-12,308.010010,309.700012,304.959991,309.420013,1624800,ADBE
2019-07-15,310.000000,310.459991,307.720001,308.760010,1161600,ADBE
2019-07-16,308.000000,308.459991,305.070007,305.700012,1838700,ADBE
2019-07-17,307.130005,310.959991,306.750000,309.390015,2298100,ADBE
2019-07-18,307.209991,310.920013,306.850006,310.079987,1597200,ADBE
2019-07-19,311.559998,313.109985,305.269989,306.869995,2100200,ADBE
2019-07-22,308.390015,309.920013,307.140015,308.549988,1336400,ADBE
2019-07-23,309.910004,309.980011,305.220001,307.880005,1826800,ADBE
2019-07-24,305.809998,310.730011,305.809998,310.269989,1458800,ADBE
2019-07-25,308.660004,309.660004,306.100006,308.730011,1378500,ADBE
2019-07-26,309.970001,312.500000,309.260010,311.269989,1507800,ADBE
2019-07-29,311.940002,311.940002,301.480011,307.220001,2778400,ADBE
2019-07-30,305.070007,307.089996,302.549988,303.640015,2158000,ADBE
2019-07-31,303.609985,304.950012,295.109985,298.859985,3066900,ADBE
2019-08-01,299.149994,304.989990,296.769989,298.440002,3210200,ADBE
2019-08-02,295.570007,297.350006,289.420013,293.709991,3400900,ADBE
2019-08-05,285.040009,286.869995,276.779999,280.359985,4292600,ADBE
2019-08-06,283.630005,286.989990,282.500000,286.209991,2552100,ADBE
2019-08-07,282.239990,290.260010,282.000000,289.019989,2196700,ADBE
2019-08-08,292.750000,297.869995,290.200012,297.779999,2506000,ADBE
2019-08-09,296.140015,298.269989,292.149994,294.829987,1451100,ADBE
2019-08-12,293.140015,294.420013,287.410004,288.649994,1580500,ADBE
2019-08-13,288.230011,295.500000,286.390015,293.170013,2326400,ADBE
2019-08-14,287.600006,289.649994,281.429993,283.660004,2586000,ADBE
2019-08-15,285.640015,286.489990,280.859985,282.709991,2336800,ADBE
2019-08-16,285.579987,290.149994,283.320007,287.450012,1954500,ADBE
2019-08-19,291.320007,291.769989,287.170013,287.970001,1955200,ADBE
2019-08-20,287.970001,288.660004,285.399994,285.709991,1491000,ADBE
2019-08-21,288.540009,292.920013,286.510010,291.529999,1520200,ADBE
2019-08-22,292.570007,292.899994,285.119995,287.690002,1743200,ADBE
